SITE,DATE,DATE,Watershed,WEIR-REP,Sample ID
Hubbard Brook ,4/15/2019,4/15/2019,6,W6-02,ST190107
Hubbard Brook ,4/22/2019,4/22/2019,6,W6-02,ST190147
Hubbard Brook ,4/29/2019,4/29/2019,6,W6-02,ST190187
Hubbard Brook ,5/6/2019,5/6/2019,6,W6-02,ST190227
Hubbard Brook ,5/13/2019,5/13/2019,6,W6-02,ST190267
Hubbard Brook ,5/20/2019,5/20/2019,6,W6-02,ST190307
Hubbard Brook ,5/28/2019,5/28/2019,6,W6-02,ST190347
Hubbard Brook ,6/2/2019,6/2/2019,6,W6-02,ST190387
Hubbard Brook ,6/10/2019,6/10/2019,6,W6-02,ST190427
Hubbard Brook ,6/17/2019,6/17/2019,6,W6-02,ST190467
Hubbard Brook ,6/24/2019,6/24/2019,6,W6-02,ST190507
Hubbard Brook ,7/1/2019,7/1/2019,6,W6-02,ST190547
Hubbard Brook ,7/8/2019,7/8/2019,6,W6-02,ST190587
Hubbard Brook ,7/15/2019,7/15/2019,6,W6-02,ST190627
Hubbard Brook ,7/22/2019,7/22/2019,6,W6-02,ST190667
Hubbard Brook ,7/29/2019,7/29/2019,6,W6-02,ST190707
Hubbard Brook ,8/5/2019,8/5/2019,6,W6-02,ST190747
Hubbard Brook ,8/12/2019,8/12/2019,6,W6-02,ST190787
Hubbard Brook ,8/19/2019,8/19/2019,6,W6-02,ST190827
Hubbard Brook ,8/26/2019,8/26/2019,6,W6-02,ST190867
Hubbard Brook ,9/3/2019,9/3/2019,6,W6-02,ST190907
Hubbard Brook ,9/9/2019,9/9/2019,6,W6-02,ST190947
Hubbard Brook ,9/16/2019,9/16/2019,6,W6-02,ST191987
Hubbard Brook ,9/23/2019,9/23/2019,6,W6-02,ST191027
Hubbard Brook ,9/30/2019,9/30/2019,6,W6-02,ST191067
Hubbard Brook ,10/7/2019,10/7/2019,6,W6-02,ST191107
Hubbard Brook ,10/15/2019,10/15/2019,6,W6-02,ST191147
Hubbard Brook ,10/21/2019,10/21/2019,6,W6-02,ST191187
Hubbard Brook ,10/28/2019,10/28/2019,6,W6-02,ST191227
Hubbard Brook ,11/4/2019,11/4/2019,6,W6-02,ST191267
Hubbard Brook ,11/11/2019,11/11/2019,6,W6-02,ST191307
Hubbard Brook ,11/18/2019,11/18/2019,6,W6-02,ST191347
Hubbard Brook ,11/25/2019,11/25/2019,6,W6-02,ST191387
Hubbard Brook ,12/3/2019,12/3/2019,6,W6-02,ST191427
Hubbard Brook ,3/25/2019,3/25/2019,6,W6-03,ST190028
Hubbard Brook ,4/1/2019,4/1/2019,6,W6-03,ST190068
Hubbard Brook ,4/8/2019,4/8/2019,6,W6-03,
Hubbard Brook ,4/15/2019,4/15/2019,6,W6-03,ST190108
Hubbard Brook ,4/22/2019,4/22/2019,6,W6-03,ST190148
Hubbard Brook ,4/29/2019,4/29/2019,6,W6-03,ST190188
Hubbard Brook ,5/6/2019,5/6/2019,6,W6-03,ST190228
Hubbard Brook ,5/13/2019,5/13/2019,6,W6-03,ST190268
Hubbard Brook ,5/20/2019,5/20/2019,6,W6-03,ST190308
Hubbard Brook ,5/28/2019,5/28/2019,6,W6-03,ST190348
Hubbard Brook ,6/2/2019,6/2/2019,6,W6-03,ST190388
Hubbard Brook ,6/10/2019,6/10/2019,6,W6-03,ST190428
Hubbard Brook ,6/17/2019,6/17/2019,6,W6-03,ST190468
Hubbard Brook ,6/24/2019,6/24/2019,6,W6-03,ST190508
Hubbard Brook ,7/1/2019,7/1/2019,6,W6-03,ST190548
Hubbard Brook ,7/8/2019,7/8/2019,6,W6-03,ST190588
Hubbard Brook ,7/15/2019,7/15/2019,6,W6-03,ST190628
Hubbard Brook ,7/22/2019,7/22/2019,6,W6-03,ST190668
Hubbard Brook ,7/29/2019,7/29/2019,6,W6-03,ST190708
Hubbard Brook ,8/5/2019,8/5/2019,6,W6-03,ST190748
Hubbard Brook ,8/12/2019,8/12/2019,6,W6-03,ST190788
Hubbard Brook ,8/19/2019,8/19/2019,6,W6-03,ST190828
Hubbard Brook ,8/26/2019,8/26/2019,6,W6-03,ST190868
Hubbard Brook ,9/3/2019,9/3/2019,6,W6-03,ST190908
Hubbard Brook ,9/9/2019,9/9/2019,6,W6-03,ST190948
Hubbard Brook ,9/16/2019,9/16/2019,6,W6-03,ST191988
Hubbard Brook ,9/23/2019,9/23/2019,6,W6-03,ST191028
Hubbard Brook ,9/30/2019,9/30/2019,6,W6-03,ST191068
Hubbard Brook ,10/7/2019,10/7/2019,6,W6-03,ST191108
Hubbard Brook ,10/15/2019,10/15/2019,6,W6-03,ST191148
Hubbard Brook ,10/21/2019,10/21/2019,6,W6-03,ST191188
Hubbard Brook ,10/28/2019,10/28/2019,6,W6-03,ST191228
Hubbard Brook ,11/4/2019,11/4/2019,6,W6-03,ST191268
Hubbard Brook ,11/11/2019,11/11/2019,6,W6-03,ST191308
Hubbard Brook ,11/18/2019,11/18/2019,6,W6-03,ST191348
Hubbard Brook ,11/25/2019,11/25/2019,6,W6-03,ST191388
Hubbard Brook ,12/3/2019,12/3/2019,6,W6-03,ST191428
Hubbard Brook ,3/25/2019,3/25/2019,6,W6-04,ST190029
Hubbard Brook ,4/1/2019,4/1/2019,6,W6-04,ST190069
Hubbard Brook ,4/8/2019,4/8/2019,6,W6-04,
Hubbard Brook ,4/15/2019,4/15/2019,6,W6-04,ST190109
Hubbard Brook ,4/22/2019,4/22/2019,6,W6-04,ST190149
Hubbard Brook ,4/29/2019,4/29/2019,6,W6-04,ST190189
Hubbard Brook ,5/6/2019,5/6/2019,6,W6-04,ST190229
Hubbard Brook ,5/13/2019,5/13/2019,6,W6-04,ST190269
Hubbard Brook ,5/20/2019,5/20/2019,6,W6-04,ST190309
Hubbard Brook ,5/28/2019,5/28/2019,6,W6-04,ST190349
Hubbard Brook ,6/2/2019,6/2/2019,6,W6-04,ST190389
Hubbard Brook ,6/10/2019,6/10/2019,6,W6-04,ST190429
Hubbard Brook ,6/17/2019,6/17/2019,6,W6-04,ST190468
Hubbard Brook ,6/24/2019,6/24/2019,6,W6-04,ST190509
Hubbard Brook ,7/1/2019,7/1/2019,6,W6-04,ST190549
Hubbard Brook ,7/8/2019,7/8/2019,6,W6-04,ST190589
Hubbard Brook ,7/15/2019,7/15/2019,6,W6-04,ST190629
Hubbard Brook ,7/22/2019,7/22/2019,6,W6-04,ST190669
Hubbard Brook ,7/29/2019,7/29/2019,6,W6-04,ST190709
Hubbard Brook ,8/5/2019,8/5/2019,6,W6-04,ST190749
Hubbard Brook ,8/12/2019,8/12/2019,6,W6-04,ST190789
Hubbard Brook ,8/19/2019,8/19/2019,6,W6-04,ST190829
Hubbard Brook ,8/26/2019,8/26/2019,6,W6-04,ST190869
Hubbard Brook ,9/3/2019,9/3/2019,6,W6-04,ST190909
Hubbard Brook ,9/9/2019,9/9/2019,6,W6-04,ST190949
Hubbard Brook ,9/16/2019,9/16/2019,6,W6-04,ST191989
Hubbard Brook ,9/23/2019,9/23/2019,6,W6-04,ST191029
Hubbard Brook ,9/30/2019,9/30/2019,6,W6-04,ST191069
Hubbard Brook ,10/7/2019,10/7/2019,6,W6-04,ST191109
Hubbard Brook ,10/15/2019,10/15/2019,6,W6-04,ST191149
Hubbard Brook ,10/21/2019,10/21/2019,6,W6-04,ST191189
Hubbard Brook ,10/28/2019,10/28/2019,6,W6-04,ST191229
Hubbard Brook ,11/4/2019,11/4/2019,6,W6-04,ST191269
Hubbard Brook ,11/11/2019,11/11/2019,6,W6-04,ST191309
Hubbard Brook ,11/18/2019,11/18/2019,6,W6-04,ST191349
Hubbard Brook ,11/25/2019,11/25/2019,6,W6-04,ST191389
Hubbard Brook ,12/3/2019,12/3/2019,6,W6-04,ST191429
Hubbard Brook ,3/25/2019,3/25/2019,6,W6-05,ST190030
Hubbard Brook ,4/1/2019,4/1/2019,6,W6-05,ST190070
Hubbard Brook ,4/8/2019,4/8/2019,6,W6-05,
Hubbard Brook ,4/15/2019,4/15/2019,6,W6-05,ST190110
Hubbard Brook ,4/22/2019,4/22/2019,6,W6-05,ST190150
Hubbard Brook ,4/29/2019,4/29/2019,6,W6-05,ST190190
Hubbard Brook ,5/6/2019,5/6/2019,6,W6-05,ST190230
Hubbard Brook ,5/13/2019,5/13/2019,6,W6-05,ST190270
Hubbard Brook ,5/20/2019,5/20/2019,6,W6-05,ST190310
Hubbard Brook ,5/28/2019,5/28/2019,6,W6-05,ST190350
Hubbard Brook ,6/2/2019,6/2/2019,6,W6-05,ST190390
Hubbard Brook ,6/10/2019,6/10/2019,6,W6-05,
Hubbard Brook ,6/17/2019,6/17/2019,6,W6-05,ST190470
Hubbard Brook ,6/24/2019,6/24/2019,6,W6-05,ST190510
Hubbard Brook ,7/1/2019,7/1/2019,6,W6-05,ST190550
Hubbard Brook ,7/8/2019,7/8/2019,6,W6-05,ST190590
Hubbard Brook ,7/15/2019,7/15/2019,6,W6-05,ST190630
Hubbard Brook ,7/22/2019,7/22/2019,6,W6-05,ST190670
Hubbard Brook ,7/29/2019,7/29/2019,6,W6-05,ST190710
Hubbard Brook ,8/5/2019,8/5/2019,6,W6-05,ST190750
Hubbard Brook ,8/12/2019,8/12/2019,6,W6-05,ST190790
Hubbard Brook ,8/19/2019,8/19/2019,6,W6-05,ST190830
Hubbard Brook ,8/26/2019,8/26/2019,6,W6-05,ST190870
Hubbard Brook ,9/3/2019,9/3/2019,6,W6-05,ST190910
Hubbard Brook ,9/9/2019,9/9/2019,6,W6-05,ST190950
Hubbard Brook ,9/16/2019,9/16/2019,6,W6-05,ST191990
Hubbard Brook ,9/23/2019,9/23/2019,6,W6-05,ST191030
Hubbard Brook ,9/30/2019,9/30/2019,6,W6-05,ST191070
Hubbard Brook ,10/7/2019,10/7/2019,6,W6-05,ST191110
Hubbard Brook ,10/15/2019,10/15/2019,6,W6-05,ST191150
Hubbard Brook ,10/21/2019,10/21/2019,6,W6-05,ST191190
Hubbard Brook ,10/28/2019,10/28/2019,6,W6-05,ST191230
Hubbard Brook ,11/4/2019,11/4/2019,6,W6-05,ST191270
Hubbard Brook ,11/11/2019,11/11/2019,6,W6-05,ST191310
Hubbard Brook ,11/18/2019,11/18/2019,6,W6-05,ST191350
Hubbard Brook ,11/25/2019,11/25/2019,6,W6-05,ST191390
Hubbard Brook ,12/3/2019,12/3/2019,6,W6-05,ST191430
Hubbard Brook ,3/25/2019,3/25/2019,9,W9-01,ST190031
Hubbard Brook ,4/1/2019,4/1/2019,9,W9-01,ST190071
Hubbard Brook ,4/8/2019,4/8/2019,9,W9-01,
Hubbard Brook ,4/15/2019,4/15/2019,9,W9-01,ST190111
Hubbard Brook ,4/22/2019,4/22/2019,9,W9-01,ST190151
Hubbard Brook ,4/29/2019,4/29/2019,9,W9-01,ST190191
Hubbard Brook ,5/6/2019,5/6/2019,9,W9-01,ST190231
Hubbard Brook ,5/13/2019,5/13/2019,9,W9-01,ST190271
Hubbard Brook ,5/20/2019,5/20/2019,9,W9-01,ST190311
Hubbard Brook ,5/28/2019,5/28/2019,9,W9-01,ST190351
Hubbard Brook ,6/2/2019,6/2/2019,9,W9-01,ST190391
Hubbard Brook ,6/10/2019,6/10/2019,9,W9-01,ST190431
Hubbard Brook ,6/17/2019,6/17/2019,9,W9-01,ST190471
Hubbard Brook ,6/24/2019,6/24/2019,9,W9-01,ST190511
Hubbard Brook ,7/1/2019,7/1/2019,9,W9-01,ST190551
Hubbard Brook ,7/8/2019,7/8/2019,9,W9-01,ST190591
Hubbard Brook ,7/15/2019,7/15/2019,9,W9-01,ST190631
Hubbard Brook ,7/22/2019,7/22/2019,9,W9-01,ST190671
Hubbard Brook ,7/29/2019,7/29/2019,9,W9-01,ST190711
Hubbard Brook ,8/5/2019,8/5/2019,9,W9-01,ST190751
Hubbard Brook ,8/12/2019,8/12/2019,9,W9-01,ST190791
Hubbard Brook ,8/19/2019,8/19/2019,9,W9-01,ST190831
Hubbard Brook ,8/26/2019,8/26/2019,9,W9-01,ST190871
Hubbard Brook ,9/3/2019,9/3/2019,9,W9-01,ST190911
Hubbard Brook ,9/9/2019,9/9/2019,9,W9-01,ST190951
Hubbard Brook ,9/16/2019,9/16/2019,9,W9-01,ST191991
Hubbard Brook ,9/23/2019,9/23/2019,9,W9-01,ST191031
Hubbard Brook ,9/30/2019,9/30/2019,9,W9-01,ST191071
Hubbard Brook ,10/7/2019,10/7/2019,9,W9-01,ST191111
Hubbard Brook ,10/15/2019,10/15/2019,9,W9-01,ST191151
Hubbard Brook ,10/21/2019,10/21/2019,9,W9-01,ST191191
Hubbard Brook ,10/28/2019,10/28/2019,9,W9-01,ST191231
Hubbard Brook ,11/4/2019,11/4/2019,9,W9-01,ST191271
Hubbard Brook ,11/11/2019,11/11/2019,9,W9-01,ST191311
Hubbard Brook ,11/18/2019,11/18/2019,9,W9-01,ST191351
Hubbard Brook ,11/25/2019,11/25/2019,9,W9-01,ST191391
Hubbard Brook ,12/3/2019,12/3/2019,9,W9-01,ST191431
Hubbard Brook ,3/25/2019,3/25/2019,9,W9-02,ST190032
Hubbard Brook ,4/1/2019,4/1/2019,9,W9-02,ST190072
Hubbard Brook ,4/8/2019,4/8/2019,9,W9-02,
Hubbard Brook ,4/15/2019,4/15/2019,9,W9-02,ST190112
Hubbard Brook ,4/22/2019,4/22/2019,9,W9-02,ST190152
Hubbard Brook ,4/29/2019,4/29/2019,9,W9-02,ST190192
Hubbard Brook ,5/6/2019,5/6/2019,9,W9-02,ST190232
Hubbard Brook ,5/13/2019,5/13/2019,9,W9-02,ST190272
Hubbard Brook ,5/20/2019,5/20/2019,9,W9-02,ST190312
Hubbard Brook ,5/28/2019,5/28/2019,9,W9-02,ST190352
Hubbard Brook ,6/2/2019,6/2/2019,9,W9-02,ST190392
Hubbard Brook ,6/10/2019,6/10/2019,9,W9-02,ST190432
Hubbard Brook ,6/17/2019,6/17/2019,9,W9-02,ST190472
Hubbard Brook ,6/24/2019,6/24/2019,9,W9-02,ST190512
Hubbard Brook ,7/1/2019,7/1/2019,9,W9-02,ST190552
Hubbard Brook ,7/8/2019,7/8/2019,9,W9-02,ST190592
Hubbard Brook ,7/15/2019,7/15/2019,9,W9-02,ST190632
Hubbard Brook ,7/22/2019,7/22/2019,9,W9-02,ST190672
Hubbard Brook ,7/29/2019,7/29/2019,9,W9-02,ST190712
Hubbard Brook ,8/5/2019,8/5/2019,9,W9-02,ST190752
Hubbard Brook ,8/12/2019,8/12/2019,9,W9-02,ST190792
Hubbard Brook ,8/19/2019,8/19/2019,9,W9-02,ST190832
Hubbard Brook ,8/26/2019,8/26/2019,9,W9-02,ST190872
Hubbard Brook ,9/3/2019,9/3/2019,9,W9-02,ST190912
Hubbard Brook ,9/9/2019,9/9/2019,9,W9-02,ST190952
Hubbard Brook ,9/16/2019,9/16/2019,9,W9-02,ST191992
Hubbard Brook ,9/23/2019,9/23/2019,9,W9-02,ST191032
Hubbard Brook ,9/30/2019,9/30/2019,9,W9-02,ST191072
Hubbard Brook ,10/7/2019,10/7/2019,9,W9-02,ST191112
Hubbard Brook ,10/15/2019,10/15/2019,9,W9-02,ST191152
Hubbard Brook ,10/21/2019,10/21/2019,9,W9-02,ST191192
Hubbard Brook ,10/28/2019,10/28/2019,9,W9-02,ST191232
Hubbard Brook ,11/4/2019,11/4/2019,9,W9-02,ST191272
Hubbard Brook ,11/11/2019,11/11/2019,9,W9-02,ST191312
Hubbard Brook ,11/18/2019,11/18/2019,9,W9-02,ST191352
Hubbard Brook ,11/25/2019,11/25/2019,9,W9-02,ST191392
Hubbard Brook ,12/3/2019,12/3/2019,9,W9-02,ST191432
Hubbard Brook ,3/25/2019,3/25/2019,9,W9-03,ST190033
Hubbard Brook ,4/1/2019,4/1/2019,9,W9-03,ST190073
Hubbard Brook ,4/8/2019,4/8/2019,9,W9-03,
Hubbard Brook ,4/15/2019,4/15/2019,9,W9-03,ST190113
Hubbard Brook ,4/22/2019,4/22/2019,9,W9-03,ST190153
Hubbard Brook ,4/29/2019,4/29/2019,9,W9-03,ST190193
Hubbard Brook ,5/6/2019,5/6/2019,9,W9-03,ST190233
Hubbard Brook ,5/13/2019,5/13/2019,9,W9-03,ST190273
Hubbard Brook ,5/20/2019,5/20/2019,9,W9-03,ST190313
Hubbard Brook ,5/28/2019,5/28/2019,9,W9-03,ST190353
Hubbard Brook ,6/2/2019,6/2/2019,9,W9-03,ST190393
Hubbard Brook ,6/10/2019,6/10/2019,9,W9-03,ST190433
Hubbard Brook ,6/17/2019,6/17/2019,9,W9-03,ST190473
Hubbard Brook ,6/24/2019,6/24/2019,9,W9-03,ST190513
Hubbard Brook ,7/1/2019,7/1/2019,9,W9-03,ST190553
Hubbard Brook ,7/8/2019,7/8/2019,9,W9-03,ST190593
Hubbard Brook ,7/15/2019,7/15/2019,9,W9-03,ST190633
Hubbard Brook ,7/22/2019,7/22/2019,9,W9-03,ST190673
Hubbard Brook ,7/29/2019,7/29/2019,9,W9-03,ST190713
Hubbard Brook ,8/5/2019,8/5/2019,9,W9-03,ST190753
Hubbard Brook ,8/12/2019,8/12/2019,9,W9-03,ST190793
Hubbard Brook ,8/19/2019,8/19/2019,9,W9-03,ST190833
Hubbard Brook ,8/26/2019,8/26/2019,9,W9-03,ST190873
Hubbard Brook ,9/3/2019,9/3/2019,9,W9-03,ST190913
Hubbard Brook ,9/9/2019,9/9/2019,9,W9-03,ST190953
Hubbard Brook ,9/16/2019,9/16/2019,9,W9-03,ST191993
Hubbard Brook ,9/23/2019,9/23/2019,9,W9-03,ST191033
Hubbard Brook ,9/30/2019,9/30/2019,9,W9-03,ST191073
Hubbard Brook ,10/7/2019,10/7/2019,9,W9-03,ST191113
Hubbard Brook ,10/15/2019,10/15/2019,9,W9-03,ST191153
Hubbard Brook ,10/21/2019,10/21/2019,9,W9-03,ST191193
Hubbard Brook ,10/28/2019,10/28/2019,9,W9-03,ST191233
Hubbard Brook ,11/4/2019,11/4/2019,9,W9-03,ST191273
Hubbard Brook ,11/11/2019,11/11/2019,9,W9-03,ST191313
Hubbard Brook ,11/18/2019,11/18/2019,9,W9-03,ST191353
Hubbard Brook ,11/25/2019,11/25/2019,9,W9-03,ST191393
Hubbard Brook ,12/3/2019,12/3/2019,9,W9-03,ST191433
Hubbard Brook ,3/25/2019,3/25/2019,9,W9-04,ST190034
Hubbard Brook ,4/1/2019,4/1/2019,9,W9-04,ST190074
Hubbard Brook ,4/8/2019,4/8/2019,9,W9-04,
Hubbard Brook ,4/15/2019,4/15/2019,9,W9-04,ST190114
Hubbard Brook ,4/22/2019,4/22/2019,9,W9-04,ST190154
Hubbard Brook ,4/29/2019,4/29/2019,9,W9-04,ST190194
Hubbard Brook ,5/6/2019,5/6/2019,9,W9-04,ST190234
Hubbard Brook ,5/13/2019,5/13/2019,9,W9-04,ST190274
Hubbard Brook ,5/20/2019,5/20/2019,9,W9-04,ST190314
Hubbard Brook ,5/28/2019,5/28/2019,9,W9-04,ST190354
Hubbard Brook ,6/2/2019,6/2/2019,9,W9-04,ST190394
Hubbard Brook ,6/10/2019,6/10/2019,9,W9-04,ST190434
Hubbard Brook ,6/17/2019,6/17/2019,9,W9-04,ST190474
Hubbard Brook ,6/24/2019,6/24/2019,9,W9-04,ST190514
Hubbard Brook ,7/1/2019,7/1/2019,9,W9-04,ST190554
Hubbard Brook ,7/8/2019,7/8/2019,9,W9-04,ST190594
Hubbard Brook ,7/15/2019,7/15/2019,9,W9-04,ST190634
Hubbard Brook ,7/22/2019,7/22/2019,9,W9-04,ST190674
Hubbard Brook ,7/29/2019,7/29/2019,9,W9-04,ST190714
Hubbard Brook ,8/5/2019,8/5/2019,9,W9-04,ST190754
Hubbard Brook ,8/12/2019,8/12/2019,9,W9-04,ST190794
Hubbard Brook ,8/19/2019,8/19/2019,9,W9-04,ST190834
Hubbard Brook ,8/26/2019,8/26/2019,9,W9-04,ST190874
Hubbard Brook ,9/3/2019,9/3/2019,9,W9-04,ST190914
Hubbard Brook ,9/9/2019,9/9/2019,9,W9-04,ST190954
Hubbard Brook ,9/16/2019,9/16/2019,9,W9-04,ST191994
Hubbard Brook ,9/23/2019,9/23/2019,9,W9-04,ST191034
Hubbard Brook ,9/30/2019,9/30/2019,9,W9-04,ST191074
Hubbard Brook ,10/7/2019,10/7/2019,9,W9-04,ST191114
Hubbard Brook ,10/15/2019,10/15/2019,9,W9-04,ST191154
Hubbard Brook ,10/21/2019,10/21/2019,9,W9-04,ST191194
Hubbard Brook ,10/28/2019,10/28/2019,9,W9-04,ST191234
Hubbard Brook ,11/4/2019,11/4/2019,9,W9-04,ST191274
Hubbard Brook ,11/11/2019,11/11/2019,9,W9-04,ST191314
Hubbard Brook ,11/18/2019,11/18/2019,9,W9-04,ST191354
Hubbard Brook ,11/25/2019,11/25/2019,9,W9-04,ST191394
Hubbard Brook ,12/3/2019,12/3/2019,9,W9-04,ST191434
Hubbard Brook ,3/25/2019,3/25/2019,9,W9-05,ST190035
Hubbard Brook ,4/1/2019,4/1/2019,9,W9-05,ST190075
Hubbard Brook ,4/8/2019,4/8/2019,9,W9-05,
Hubbard Brook ,4/15/2019,4/15/2019,9,W9-05,ST190115
Hubbard Brook ,4/22/2019,4/22/2019,9,W9-05,ST190155
Hubbard Brook ,4/29/2019,4/29/2019,9,W9-05,ST190195
Hubbard Brook ,5/6/2019,5/6/2019,9,W9-05,ST190235
Hubbard Brook ,5/13/2019,5/13/2019,9,W9-05,ST190275
Hubbard Brook ,5/20/2019,5/20/2019,9,W9-05,ST190315
Hubbard Brook ,5/28/2019,5/28/2019,9,W9-05,ST190355
Hubbard Brook ,6/2/2019,6/2/2019,9,W9-05,ST190395
Hubbard Brook ,6/10/2019,6/10/2019,9,W9-05,ST190435
Hubbard Brook ,6/17/2019,6/17/2019,9,W9-05,ST190475
Hubbard Brook ,6/24/2019,6/24/2019,9,W9-05,ST190515
Hubbard Brook ,7/1/2019,7/1/2019,9,W9-05,ST190555
Hubbard Brook ,7/8/2019,7/8/2019,9,W9-05,ST190595
Hubbard Brook ,7/15/2019,7/15/2019,9,W9-05,ST190635
Hubbard Brook ,7/22/2019,7/22/2019,9,W9-05,ST190675
Hubbard Brook ,7/29/2019,7/29/2019,9,W9-05,ST190715
Hubbard Brook ,8/5/2019,8/5/2019,9,W9-05,ST190755
Hubbard Brook ,8/12/2019,8/12/2019,9,W9-05,ST190795
Hubbard Brook ,8/19/2019,8/19/2019,9,W9-05,ST190835
Hubbard Brook ,8/26/2019,8/26/2019,9,W9-05,ST190875
Hubbard Brook ,9/3/2019,9/3/2019,9,W9-05,ST190915
Hubbard Brook ,9/9/2019,9/9/2019,9,W9-05,ST190955
Hubbard Brook ,9/16/2019,9/16/2019,9,W9-05,ST191995
Hubbard Brook ,9/23/2019,9/23/2019,9,W9-05,ST191035
Hubbard Brook ,9/30/2019,9/30/2019,9,W9-05,ST191075
Hubbard Brook ,10/7/2019,10/7/2019,9,W9-05,ST191115
Hubbard Brook ,10/15/2019,10/15/2019,9,W9-05,ST191155
Hubbard Brook ,10/21/2019,10/21/2019,9,W9-05,ST191195
Hubbard Brook ,10/28/2019,10/28/2019,9,W9-05,ST191235
Hubbard Brook ,11/4/2019,11/4/2019,9,W9-05,ST191275
Hubbard Brook ,11/11/2019,11/11/2019,9,W9-05,ST191315
Hubbard Brook ,11/18/2019,11/18/2019,9,W9-05,ST191355
Hubbard Brook ,11/25/2019,11/25/2019,9,W9-05,ST191395
Hubbard Brook ,12/3/2019,12/3/2019,9,W9-05,ST191435
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
