,Sample,Watershed,Date,aDipteran_Large,Terrestrial_Large,Caddisfly_Large,Mayfly_Large,Stonefly_Large,Other_Large,aDipteran_Small,Terrestrial_Small,Other_Small
1325,7,9,9/24/2018,1,0,0,0,0,0,2,0,0
1326,7,9,9/24/2018,1,0,0,0,0,0,2,0,2
1327,7,HBK,9/24/2018,0,0,0,0,0,0,17,0,0
1328,8,1,9/24/2018,4,1,0,0,0,0,0,0,0
1329,8,2,9/24/2018,1,0,0,0,0,1,3,1,3
1330,8,3,9/24/2018,0,1,1,0,2,0,45,0,4
1331,8,4,9/24/2018,0,1,1,0,2,0,45,0,4
1332,8,6,9/24/2018,0,0,0,0,0,0,4,0,0
1333,8,9,9/24/2018,0,0,0,0,0,0,2,0,0
1334,8,9,9/24/2018,0,0,0,0,0,0,2,0,1
1335,8,HBK,9/24/2018,1,0,0,0,1,1,14,0,0
1336,9,1,9/24/2018,0,0,0,0,0,0,0,0,0
1337,9,2,9/24/2018,1,0,0,0,0,0,14,2,3
1338,9,3,9/24/2018,3,1,0,0,1,0,14,2,4
1339,9,4,9/24/2018,3,1,0,0,1,0,14,2,4
1340,9,6,9/24/2018,2,0,0,0,0,0,2,0,0
1341,9,9,9/24/2018,0,0,0,0,0,0,5,0,0
1342,9,9,9/24/2018,0,0,0,0,0,0,5,0,1
1343,9,HBK,9/24/2018,0,0,0,0,0,0,5,0,0
1344,10,1,9/24/2018,0,0,0,0,0,0,0,0,0
1345,10,2,9/24/2018,5,0,0,0,0,1,8,4,0
1346,10,3,9/24/2018,3,0,0,0,1,0,30,2,0
1347,10,4,9/24/2018,3,0,0,0,1,0,30,2,0
1348,10,6,9/24/2018,1,0,0,0,0,0,4,0,0
1349,10,9,9/24/2018,0,0,0,0,0,0,6,0,0
1350,10,HBK,9/24/2018,0,1,0,0,0,0,0,0,0
1351,1,1,10/1/2018,2,7,0,0,0,0,0,0,0
1352,1,2,10/1/2018,6,2,0,0,0,0,4,0,1
1353,1,3,10/1/2018,3,0,0,0,0,1,40,0,0
1354,1,4,10/1/2018,3,0,0,0,0,1,40,0,0
1355,1,6,10/1/2018,4,0,0,0,0,0,4,0,0
1356,1,9,10/1/2018,4,0,0,0,0,0,5,2,0
1357,1,9,10/1/2018,4,0,0,0,0,0,5,2,3
1358,1,HBK,10/1/2018,0,0,0,0,0,0,8,0,0
1359,2,1,10/1/2018,3,2,0,0,0,0,0,0,0
1360,2,2,10/1/2018,4,0,0,0,0,0,11,3,5
1361,2,3,10/1/2018,2,0,0,0,0,1,43,0,0
1362,2,4,10/1/2018,2,0,0,0,0,1,43,0,0
1363,2,6,10/1/2018,0,0,0,0,0,0,13,0,0
1364,2,9,10/1/2018,4,2,0,0,0,1,5,2,0
1365,2,9,10/1/2018,4,2,0,0,0,1,5,2,3
1366,2,HBK,10/1/2018,2,0,0,0,0,0,6,0,0
1367,3,1,10/1/2018,5,0,0,0,0,0,6,0,0
1368,3,2,10/1/2018,4,0,0,0,0,0,10,2,5
1369,3,3,10/1/2018,4,0,0,0,0,1,17,0,0
1370,3,4,10/1/2018,4,0,0,0,0,1,17,0,0
1371,3,6,10/1/2018,0,0,0,0,0,1,4,0,1
1372,3,9,10/1/2018,0,0,0,0,0,0,3,1,0
1373,3,HBK,10/1/2018,1,0,0,0,0,0,4,0,0
1374,4,1,10/1/2018,4,1,0,0,0,0,0,0,0
1375,4,2,10/1/2018,3,1,0,0,0,0,9,2,4
1376,4,3,10/1/2018,4,0,0,0,0,0,19,0,2
1377,4,4,10/1/2018,4,0,0,0,0,0,19,0,2
1378,4,6,10/1/2018,2,0,0,0,0,0,7,0,0
1379,4,9,10/1/2018,2,0,0,0,0,0,3,1,0
1380,4,HBK,10/1/2018,0,0,0,0,0,0,4,0,0
1381,5,1,10/1/2018,4,4,0,0,0,0,5,0,0
1382,5,2,10/1/2018,0,0,0,0,0,0,3,4,5
1383,5,3,10/1/2018,2,0,0,0,0,0,31,0,4
1384,5,4,10/1/2018,2,0,0,0,0,0,31,0,4
1385,5,6,10/1/2018,0,0,0,0,0,0,6,0,0
1386,5,9,10/1/2018,8,3,0,0,0,0,5,3,0
1387,5,HBK,10/1/2018,4,0,0,0,0,0,8,0,0
1388,6,1,10/1/2018,1,2,1,0,0,0,0,0,0
1389,6,2,10/1/2018,1,1,0,0,0,0,4,2,4
1390,6,3,10/1/2018,3,0,0,0,0,1,33,0,1
1391,6,4,10/1/2018,3,0,0,0,0,1,33,0,1
1392,6,6,10/1/2018,4,0,0,0,0,0,10,0,0
1393,6,9,10/1/2018,4,2,0,0,0,0,6,0,2
1394,6,9,10/1/2018,4,2,0,0,0,0,6,0,16
1395,6,HBK,10/1/2018,2,0,0,0,0,0,3,0,0
1396,7,1,10/1/2018,3,1,0,0,0,0,3,0,0
1397,7,2,10/1/2018,3,0,0,0,0,0,9,2,1
1398,7,3,10/1/2018,2,1,0,0,0,0,31,0,1
1399,7,4,10/1/2018,2,1,0,0,0,0,31,0,1
1400,7,6,10/1/2018,3,0,0,0,0,0,6,0,1
1401,7,9,10/1/2018,3,1,0,0,0,0,5,1,0
1402,7,HBK,10/1/2018,1,0,0,0,0,0,8,0,0
1403,8,1,10/1/2018,6,0,0,0,0,0,0,0,0
1404,8,2,10/1/2018,0,0,0,0,0,0,5,2,7
1405,8,3,10/1/2018,2,0,0,0,0,0,35,0,1
1406,8,4,10/1/2018,2,0,0,0,0,0,35,0,1
1407,8,6,10/1/2018,1,0,0,0,0,0,13,0,0
1408,8,9,10/1/2018,0,0,0,0,0,0,5,2,1
1409,8,HBK,10/1/2018,2,0,0,0,0,0,8,0,0
1410,9,1,10/1/2018,6,0,0,0,0,0,8,2,0
1411,9,2,10/1/2018,6,1,0,0,0,1,9,0,4
1412,9,3,10/1/2018,5,0,0,0,0,0,40,0,0
1413,9,4,10/1/2018,5,0,0,0,0,0,40,0,0
1414,9,6,10/1/2018,1,0,0,0,0,0,2,0,0
1415,9,9,10/1/2018,2,0,0,0,0,0,0,0,0
1416,9,HBK,10/1/2018,1,0,0,0,0,0,9,0,0
1417,10,1,10/1/2018,6,0,0,0,0,0,0,0,0
1418,10,2,10/1/2018,4,0,0,0,0,0,7,2,9
1419,10,3,10/1/2018,5,0,0,0,0,0,44,0,2
1420,10,4,10/1/2018,5,0,0,0,0,0,44,0,2
1421,10,6,10/1/2018,1,0,0,0,0,0,7,0,0
1422,10,9,10/1/2018,2,0,0,0,0,0,2,2,0
1423,10,9,10/1/2018,2,0,0,0,0,0,2,2,1
1424,10,HBK,10/1/2018,3,0,0,0,0,0,12,0,0
1425,1,1,10/8/2018,1,0,0,0,0,0,0,0,0
1426,1,2,10/8/2018,2,0,0,0,0,1,2,0,3
1427,1,3,10/8/2018,1,0,0,0,0,0,14,0,0
1428,1,4,10/8/2018,1,0,0,0,0,0,14,0,0
1429,1,6,10/8/2018,1,0,0,0,0,0,2,0,0
1430,1,9,10/8/2018,0,0,0,0,0,0,12,0,0
1431,1,HBK,10/8/2018,1,0,0,0,0,0,5,0,0
1432,2,1,10/8/2018,0,1,0,0,0,0,0,0,0
1433,2,2,10/8/2018,1,0,0,0,0,0,4,3,4
1434,2,3,10/8/2018,1,0,0,0,0,1,14,0,1
1435,2,4,10/8/2018,1,0,0,0,0,1,14,0,1
1436,2,6,10/8/2018,0,0,0,0,0,0,2,0,0
1437,2,9,10/8/2018,1,0,0,0,0,0,1,0,0
1438,2,HBK,10/8/2018,2,0,0,0,0,0,3,0,0
1439,3,1,10/8/2018,3,0,0,0,0,0,0,0,0
1440,3,2,10/8/2018,3,0,0,0,0,0,4,1,2
1441,3,3,10/8/2018,0,1,0,0,0,0,24,0,0
1442,3,4,10/8/2018,0,1,0,0,0,0,24,0,0
1443,3,6,10/8/2018,0,0,0,0,0,0,4,0,0
1444,3,9,10/8/2018,2,0,0,0,0,1,4,0,0
1445,3,HBK,10/8/2018,2,0,1,0,0,0,14,0,0
1446,4,1,10/8/2018,1,4,0,0,0,0,3,2,0
1447,4,2,10/8/2018,2,0,0,0,0,0,3,1,5
1448,4,3,10/8/2018,1,0,0,0,0,1,20,0,4
1449,4,4,10/8/2018,1,0,0,0,0,1,20,0,4
1450,4,6,10/8/2018,1,0,0,0,0,0,3,0,0
1451,4,9,10/8/2018,3,1,0,0,0,0,7,0,0
1452,4,9,10/8/2018,3,1,0,0,0,0,7,0,1
1453,4,HBK,10/8/2018,4,0,0,0,0,0,14,0,0
1454,5,1,10/8/2018,1,0,0,0,0,0,6,0,0
1455,5,2,10/8/2018,4,0,0,0,0,2,12,0,6
1456,5,3,10/8/2018,2,0,0,0,0,0,20,0,2
1457,5,4,10/8/2018,2,0,0,0,0,0,20,0,2
1458,5,6,10/8/2018,2,0,0,0,0,0,11,0,0
1459,5,9,10/8/2018,0,0,0,0,0,0,9,0,2
1460,5,9,10/8/2018,0,0,0,0,0,0,9,0,0
1461,5,HBK,10/8/2018,2,0,0,0,0,0,7,0,0
1462,6,1,10/8/2018,4,4,0,0,0,0,0,0,0
1463,6,2,10/8/2018,3,1,0,0,0,1,19,0,11
1464,6,3,10/8/2018,4,0,0,0,0,1,19,0,0
1465,6,4,10/8/2018,4,0,0,0,0,1,19,0,0
1466,6,6,10/8/2018,0,0,0,0,0,0,5,0,0
1467,6,9,10/8/2018,1,0,0,0,0,0,8,0,1
1468,6,9,10/8/2018,1,0,0,0,0,0,8,0,0
1469,6,HBK,10/8/2018,1,0,0,0,0,0,8,0,0
1470,7,1,10/8/2018,7,3,0,0,0,0,0,0,0
1471,7,2,10/8/2018,3,0,0,0,0,0,17,1,6
1472,7,3,10/8/2018,1,0,0,0,0,0,25,0,0
1473,7,4,10/8/2018,1,0,0,0,0,0,25,0,0
1474,7,6,10/8/2018,2,0,0,0,0,0,6,0,0
1475,7,9,10/8/2018,0,0,0,0,0,0,7,0,0
1476,7,HBK,10/8/2018,2,0,0,0,0,0,11,0,0
1477,8,1,10/8/2018,15,1,0,0,0,0,8,0,0
1478,8,2,10/8/2018,5,0,0,0,0,1,10,0,3
1479,8,3,10/8/2018,2,0,0,0,0,0,26,0,1
1480,8,4,10/8/2018,2,0,0,0,0,0,26,0,1
1481,8,6,10/8/2018,2,0,0,0,0,0,10,0,0
1482,8,9,10/8/2018,4,0,0,0,2,1,9,0,0
1483,8,HBK,10/8/2018,1,0,0,0,0,0,9,0,0
1484,9,1,10/8/2018,5,1,0,0,0,0,2,1,0
1485,9,2,10/8/2018,0,0,0,0,0,0,11,0,5
1486,9,3,10/8/2018,1,0,0,0,0,0,24,0,1
1487,9,4,10/8/2018,1,0,0,0,0,0,24,0,1
1488,9,6,10/8/2018,4,0,0,0,0,0,13,0,0
1489,9,9,10/8/2018,0,0,0,0,0,0,13,0,2
1490,9,9,10/8/2018,0,0,0,0,0,0,13,0,32
1491,9,HBK,10/8/2018,4,0,0,0,0,0,3,0,0
1492,10,1,10/8/2018,6,0,0,0,0,0,0,0,0
1493,10,2,10/8/2018,3,0,0,0,0,0,8,0,11
1494,10,3,10/8/2018,5,0,0,0,0,2,25,0,0
1495,10,4,10/8/2018,5,0,0,0,0,2,25,0,0
1496,10,6,10/8/2018,9,0,0,0,0,0,24,0,0
1497,10,9,10/8/2018,2,0,0,0,0,0,0,0,0
1498,10,HBK,10/8/2018,5,0,0,0,0,0,10,0,0
1499,1,1,10/15/2018,6,1,0,0,0,0,0,0,0
1500,1,2,10/15/2018,7,1,0,0,0,1,17,0,9
1501,1,3,10/15/2018,3,0,0,0,0,0,24,0,0
1502,1,4,10/15/2018,3,0,0,0,0,0,24,0,0
1503,1,6,10/15/2018,9,0,0,0,0,0,1,0,0
1504,1,9,10/15/2018,4,0,0,0,0,0,12,0,0
1505,1,HBK,10/15/2018,2,0,0,0,0,0,10,0,0
1506,2,1,10/15/2018,2,0,0,0,0,0,0,0,0
1507,2,2,10/15/2018,2,0,0,0,0,0,10,1,9
1508,2,3,10/15/2018,0,0,0,0,0,0,14,0,0
1509,2,4,10/15/2018,0,0,0,0,0,0,14,0,0
1510,2,6,10/15/2018,2,0,0,0,0,0,10,0,0
1511,2,9,10/15/2018,3,1,0,0,0,0,5,0,0
1512,2,HBK,10/15/2018,0,0,0,0,0,0,8,0,0
1513,3,1,10/15/2018,5,3,0,0,0,0,7,0,0
1514,3,2,10/15/2018,1,1,0,0,0,0,11,6,8
1515,3,3,10/15/2018,3,0,0,0,0,0,41,0,1
1516,3,4,10/15/2018,3,0,0,0,0,0,41,0,1
1517,3,6,10/15/2018,1,0,0,0,0,0,4,0,2
1518,3,9,10/15/2018,3,0,0,0,0,0,4,0,0
1519,3,HBK,10/15/2018,2,0,0,0,0,0,8,0,0
1520,4,1,10/15/2018,5,2,0,0,0,0,0,0,0
1521,4,2,10/15/2018,3,0,0,0,0,0,16,5,9
1522,4,3,10/15/2018,1,0,0,0,0,0,17,0,1
1523,4,4,10/15/2018,1,0,0,0,0,0,17,0,1
1524,4,6,10/15/2018,1,0,0,0,0,0,7,0,0
1525,4,9,10/15/2018,4,0,0,0,0,0,8,0,1
1526,4,9,10/15/2018,4,0,0,0,0,0,8,0,33
1527,4,HBK,10/15/2018,2,0,0,0,0,0,6,0,0
1528,5,1,10/15/2018,15,2,0,0,0,0,0,0,0
1529,5,2,10/15/2018,5,0,0,0,0,0,13,0,5
1530,5,3,10/15/2018,3,0,0,0,0,0,31,0,0
1531,5,4,10/15/2018,3,0,0,0,0,0,31,0,0
1532,5,6,10/15/2018,2,0,0,0,0,0,4,0,0
1533,5,9,10/15/2018,5,0,0,0,0,0,7,0,0
1534,5,HBK,10/15/2018,3,0,0,0,0,0,15,0,0
1535,6,1,10/15/2018,2,0,0,0,0,0,4,1,0
1536,6,2,10/15/2018,10,0,0,0,0,0,15,0,4
1537,6,3,10/15/2018,5,0,0,0,0,0,37,0,0
1538,6,4,10/15/2018,5,0,0,0,0,0,37,0,0
1539,6,6,10/15/2018,2,0,0,0,0,0,6,0,0
1540,6,9,10/15/2018,3,0,0,0,1,0,9,0,0
1541,6,HBK,10/15/2018,3,0,0,0,0,0,7,0,0
1542,7,1,10/15/2018,0,2,0,0,0,0,0,0,0
1543,7,2,10/15/2018,6,0,0,0,0,0,16,1,5
1544,7,3,10/15/2018,2,0,0,0,0,0,8,0,1
1545,7,4,10/15/2018,2,0,0,0,0,0,8,0,1
1546,7,6,10/15/2018,0,0,0,0,0,0,4,0,0
1547,7,9,10/15/2018,3,0,0,0,0,0,17,0,0
1548,7,9,10/15/2018,3,0,0,0,0,0,17,0,2
1549,7,HBK,10/15/2018,2,0,0,0,0,0,13,0,0
1550,8,1,10/15/2018,3,1,0,0,0,0,8,0,0
1551,8,2,10/15/2018,6,0,0,0,0,0,11,0,12
1552,8,3,10/15/2018,2,0,0,0,0,0,17,0,2
1553,8,4,10/15/2018,2,0,0,0,0,0,17,0,2
1554,8,6,10/15/2018,1,0,0,0,0,0,7,0,0
1555,8,9,10/15/2018,1,0,0,0,0,0,9,0,2
1556,8,9,10/15/2018,1,0,0,0,0,0,9,0,0
1557,8,HBK,10/15/2018,0,0,0,0,0,0,10,0,0
1558,9,1,10/15/2018,5,3,0,0,0,0,6,0,0
1559,9,2,10/15/2018,5,0,0,0,0,0,11,2,18
1560,9,3,10/15/2018,1,0,0,0,0,0,23,0,4
1561,9,4,10/15/2018,1,0,0,0,0,0,23,0,4
1562,9,6,10/15/2018,0,0,0,0,0,0,0,0,0
1563,9,9,10/15/2018,0,0,0,0,0,0,4,0,0
1564,9,HBK,10/15/2018,2,0,0,0,0,0,8,0,0
1565,10,1,10/15/2018,1,1,0,0,0,0,0,0,0
1566,10,2,10/15/2018,2,0,0,0,0,0,10,0,3
1567,10,3,10/15/2018,2,0,0,0,0,0,18,0,2
1568,10,4,10/15/2018,2,0,0,0,0,0,18,0,2
1569,10,6,10/15/2018,0,0,0,0,0,0,0,0,0
1570,10,9,10/15/2018,2,0,0,0,0,0,3,0,0
1571,10,9,10/15/2018,2,0,0,0,0,0,3,0,2
1572,10,HBK,10/15/2018,2,0,0,0,0,0,11,0,0
1573,1,1,10/22/2018,1,1,0,0,0,0,0,0,0
1574,1,2,10/22/2018,2,0,0,0,0,0,5,0,1
1575,1,3,10/22/2018,1,0,0,0,0,0,5,0,0
1576,1,4,10/22/2018,1,0,0,0,0,0,5,0,0
1577,1,6,10/22/2018,0,0,0,0,0,0,1,0,0
1578,1,9,10/22/2018,2,0,0,0,0,0,7,0,0
1579,1,HBK,10/22/2018,0,0,0,0,0,0,4,0,0
1580,2,1,10/22/2018,14,1,0,0,0,0,0,0,0
1581,2,2,10/22/2018,2,0,0,0,0,1,4,0,2
1582,2,3,10/22/2018,2,0,0,0,0,0,4,0,0
1583,2,4,10/22/2018,2,0,0,0,0,0,4,0,0
1584,2,6,10/22/2018,0,0,0,0,0,0,8,0,0
1585,2,9,10/22/2018,3,0,0,0,0,0,3,0,0
1586,2,HBK,10/22/2018,1,0,0,0,0,0,4,0,0
1587,3,1,10/22/2018,3,0,0,0,0,0,6,1,0
1588,3,2,10/22/2018,1,0,0,0,0,0,19,0,4
1589,3,3,10/22/2018,1,0,0,0,0,0,7,0,1
1590,3,4,10/22/2018,1,0,0,0,0,0,7,0,1
1591,3,6,10/22/2018,0,0,0,0,0,0,1,0,0
1592,3,9,10/22/2018,0,0,0,0,0,0,1,0,0
1593,3,HBK,10/22/2018,2,0,0,0,0,0,2,0,0
1594,4,1,10/22/2018,6,2,0,0,0,0,6,0,0
1595,4,2,10/22/2018,1,0,0,0,0,0,18,0,3
1596,4,2,10/22/2018,1,0,0,0,1,0,18,0,3
1597,4,3,10/22/2018,1,1,0,0,0,2,9,0,2
1598,4,4,10/22/2018,1,1,0,0,0,2,9,0,2
1599,4,6,10/22/2018,2,0,0,0,0,0,2,0,0
1600,4,9,10/22/2018,1,0,0,0,0,0,2,0,0
1601,4,HBK,10/22/2018,2,0,0,0,0,1,2,0,0
1602,5,1,10/22/2018,3,0,0,0,0,0,0,0,0
1603,5,2,10/22/2018,4,0,0,0,1,1,7,0,1
1604,5,3,10/22/2018,17,1,0,0,0,0,10,0,1
1605,5,4,10/22/2018,17,1,0,0,0,0,10,0,1
1606,5,6,10/22/2018,1,0,0,0,0,0,2,0,0
1607,5,9,10/22/2018,2,0,0,0,0,0,1,0,0
1608,5,HBK,10/22/2018,2,0,0,0,0,0,3,0,0
1609,6,1,10/22/2018,3,4,0,0,0,0,5,3,0
1610,6,2,10/22/2018,0,0,0,0,0,0,6,0,1
1611,6,3,10/22/2018,16,0,0,0,1,0,8,0,2
1612,6,4,10/22/2018,16,0,0,0,1,0,8,0,2
1613,6,6,10/22/2018,2,0,0,0,0,0,3,0,1
1614,6,9,10/22/2018,1,0,0,0,0,0,4,0,0
1615,6,HBK,10/22/2018,2,0,0,0,0,0,2,0,0
1616,7,1,10/22/2018,7,6,0,0,0,0,0,0,0
1617,7,2,10/22/2018,2,1,0,0,0,0,9,1,0
1618,7,3,10/22/2018,5,1,0,0,0,0,4,0,0
1619,7,4,10/22/2018,5,1,0,0,0,0,4,0,0
1620,7,6,10/22/2018,0,0,0,0,0,0,9,0,0
1621,7,9,10/22/2018,3,0,0,0,0,0,4,0,0
1622,7,9,10/22/2018,3,0,0,0,0,0,4,0,2
1623,7,HBK,10/22/2018,0,0,0,0,0,0,9,0,0
1624,8,1,10/22/2018,11,0,0,0,0,0,5,0,0
1625,8,2,10/22/2018,3,0,0,0,0,1,2,0,5
1626,8,3,10/22/2018,1,0,0,0,0,0,4,0,0
1627,8,4,10/22/2018,1,0,0,0,0,0,4,0,0
1628,8,6,10/22/2018,2,0,0,0,0,0,2,0,1
1629,8,9,10/22/2018,0,0,0,0,0,0,1,0,0
1630,8,9,10/22/2018,0,0,0,0,0,0,1,0,2
1631,8,HBK,10/22/2018,4,0,0,0,0,0,0,0,0
1632,9,1,10/22/2018,8,0,0,0,0,0,0,0,0
1633,9,2,10/22/2018,2,0,0,0,0,0,4,0,2
1634,9,3,10/22/2018,1,1,0,0,0,0,3,0,0
1635,9,4,10/22/2018,1,1,0,0,0,0,3,0,0
1636,9,6,10/22/2018,2,0,0,0,0,0,5,0,0
1637,9,9,10/22/2018,1,0,0,0,0,0,3,0,0
1638,9,HBK,10/22/2018,0,0,0,0,0,0,2,0,0
1639,10,1,10/22/2018,11,2,0,0,0,0,0,0,0
1640,10,2,10/22/2018,1,0,0,0,0,0,8,0,0
1641,10,3,10/22/2018,2,1,0,0,0,0,8,0,0
1642,10,4,10/22/2018,2,1,0,0,0,0,8,0,0
1643,10,6,10/22/2018,1,0,0,0,0,0,4,0,0
1644,10,9,10/22/2018,2,0,0,0,0,0,2,0,0
1645,10,HBK,10/22/2018,1,0,0,0,0,0,1,0,0
1646,1,2,10/29/2018,1,0,0,0,0,0,1,1,1
1647,1,3,10/29/2018,0,0,0,0,0,0,1,0,0
1648,1,4,10/29/2018,0,0,0,0,0,0,1,0,0
1649,1,6,10/29/2018,1,0,0,0,0,0,4,0,0
1650,1,9,10/29/2018,0,0,0,0,0,0,1,0,0
1651,1,9,10/29/2018,0,0,0,0,0,0,1,0,1
1652,1,HBK,10/29/2018,1,0,0,0,0,0,4,0,0
1653,2,2,10/29/2018,2,0,0,0,0,0,1,1,0
1654,2,3,10/29/2018,0,0,0,0,0,0,1,0,0
1655,2,4,10/29/2018,0,0,0,0,0,0,1,0,0
1656,2,6,10/29/2018,0,1,0,0,0,0,1,0,0
1657,2,9,10/29/2018,0,0,0,0,0,0,1,0,0
1658,2,HBK,10/29/2018,0,0,0,0,0,0,0,0,0
1659,3,2,10/29/2018,1,0,0,0,0,0,2,0,0
1660,3,3,10/29/2018,1,0,0,0,0,0,3,0,0
1661,3,4,10/29/2018,1,0,0,0,0,0,3,0,0
1662,3,6,10/29/2018,2,0,0,0,0,0,0,0,0
1663,3,9,10/29/2018,0,0,0,0,0,0,2,0,0
1664,3,HBK,10/29/2018,0,0,0,0,0,0,2,0,0
1665,4,2,10/29/2018,8,0,0,0,0,0,4,0,0
1666,4,3,10/29/2018,2,0,0,0,0,0,3,0,0
1667,4,4,10/29/2018,2,0,0,0,0,0,3,0,0
1668,4,6,10/29/2018,2,0,0,0,0,0,0,0,0
1669,4,9,10/29/2018,0,0,0,0,0,0,1,0,0
1670,4,9,10/29/2018,0,0,0,0,0,0,1,0,2
1671,4,HBK,10/29/2018,0,0,0,0,0,0,3,0,0
1672,5,2,10/29/2018,2,0,0,0,0,0,2,0,0
1673,5,3,10/29/2018,1,0,0,0,0,0,1,0,0
1674,5,4,10/29/2018,1,0,0,0,0,0,1,0,0
1675,5,6,10/29/2018,1,0,0,0,0,0,0,0,0
1676,5,9,10/29/2018,0,0,0,0,0,0,1,0,0
1677,5,HBK,10/29/2018,0,0,0,0,0,0,1,0,0
1678,6,2,10/29/2018,0,0,0,0,0,0,1,0,0
1679,6,3,10/29/2018,0,0,0,0,0,0,1,0,1
1680,6,4,10/29/2018,0,0,0,0,0,0,1,0,1
1681,6,6,10/29/2018,0,0,0,0,0,0,0,0,0
1682,6,9,10/29/2018,0,0,0,0,0,0,1,0,0
1683,6,HBK,10/29/2018,0,0,0,0,0,0,2,0,0
1684,7,2,10/29/2018,0,0,0,0,0,0,0,0,0
1685,7,3,10/29/2018,0,0,0,0,0,0,0,0,0
1686,7,4,10/29/2018,0,0,0,0,0,0,0,0,0
1687,7,6,10/29/2018,1,0,0,0,0,0,2,0,0
1688,7,9,10/29/2018,0,0,0,0,0,0,0,0,0
1689,7,9,10/29/2018,0,0,0,0,0,0,0,0,14
1690,7,HBK,10/29/2018,0,0,0,0,0,0,2,0,0
1691,8,2,10/29/2018,0,0,0,0,0,0,0,0,0
1692,8,3,10/29/2018,0,0,0,0,0,0,1,0,0
1693,8,4,10/29/2018,0,0,0,0,0,0,1,0,0
1694,8,6,10/29/2018,0,0,0,0,0,0,0,0,0
1695,8,9,10/29/2018,0,0,0,0,0,0,1,0,0
1696,8,HBK,10/29/2018,0,0,0,0,0,0,0,0,0
1697,9,2,10/29/2018,0,0,0,0,0,0,0,0,0
1698,9,3,10/29/2018,1,0,0,0,0,0,0,0,2
1699,9,4,10/29/2018,1,0,0,0,0,0,0,0,2
1700,9,6,10/29/2018,1,0,0,0,0,0,0,0,0
1701,9,9,10/29/2018,0,0,0,0,0,0,1,0,0
1702,9,9,10/29/2018,0,0,0,0,0,0,1,0,1
1703,9,HBK,10/29/2018,0,0,0,0,0,0,1,0,0
1704,10,2,10/29/2018,0,0,0,0,0,0,0,0,0
1705,10,3,10/29/2018,0,1,0,0,0,0,3,0,0
1706,10,4,10/29/2018,0,1,0,0,0,0,3,0,0
1707,10,6,10/29/2018,1,0,0,0,0,0,0,0,0
1708,10,9,10/29/2018,1,0,0,0,0,0,1,0,0
1709,10,HBK,10/29/2018,1,0,0,0,0,0,1,0,0
1710,1,2,11/5/2018,2,0,0,0,0,0,12,1,2
1711,1,3,11/5/2018,2,0,0,0,0,0,9,0,0
1712,1,4,11/5/2018,2,0,0,0,0,0,9,0,0
1713,1,6,11/5/2018,5,0,0,0,0,0,2,0,0
1714,1,9,11/5/2018,2,0,0,0,0,0,1,0,0
1715,1,HBK,11/5/2018,0,0,0,0,0,0,2,0,0
1716,2,2,11/5/2018,2,0,0,0,0,0,9,0,0
1717,2,3,11/5/2018,0,0,0,0,0,0,2,0,1
1718,2,4,11/5/2018,0,0,0,0,0,0,2,0,1
1719,2,6,11/5/2018,2,0,0,0,0,0,1,0,0
1720,2,9,11/5/2018,2,0,0,0,0,0,2,0,0
1721,2,HBK,11/5/2018,0,0,0,0,0,0,5,0,0
1722,3,2,11/5/2018,0,0,0,0,0,0,6,0,0
1723,3,3,11/5/2018,0,0,0,0,0,0,3,0,0
1724,3,4,11/5/2018,0,0,0,0,0,0,3,0,0
1725,3,6,11/5/2018,0,0,0,0,0,0,0,0,0
1726,3,9,11/5/2018,0,0,0,0,0,0,1,0,0
1727,3,HBK,11/5/2018,0,0,0,0,0,0,4,0,0
1728,4,2,11/5/2018,0,0,0,0,0,0,8,2,0
1729,4,3,11/5/2018,2,0,0,0,0,0,3,1,0
1730,4,4,11/5/2018,2,0,0,0,0,0,3,1,0
1731,4,6,11/5/2018,3,0,0,0,0,0,5,0,0
1732,4,9,11/5/2018,2,0,0,0,0,0,4,0,0
1733,4,HBK,11/5/2018,0,0,0,0,0,0,2,0,0
1734,5,2,11/5/2018,2,0,0,0,1,0,7,0,0
1735,5,3,11/5/2018,2,0,0,0,0,0,6,0,0
1736,5,4,11/5/2018,2,0,0,0,0,0,6,0,0
1737,5,6,11/5/2018,5,0,0,0,0,0,4,0,0
1738,5,9,11/5/2018,3,0,0,0,0,0,2,0,0
1739,5,HBK,11/5/2018,0,0,0,0,0,0,1,0,0
1740,6,2,11/5/2018,4,0,0,0,0,0,19,0,0
1741,6,3,11/5/2018,2,0,0,0,0,0,6,1,1
1742,6,4,11/5/2018,2,0,0,0,0,0,6,1,1
1743,6,6,11/5/2018,1,0,0,0,0,0,3,0,0
1744,6,9,11/5/2018,0,0,0,0,0,0,1,0,1
1745,6,9,11/5/2018,0,0,0,0,0,0,1,0,0
1746,6,HBK,11/5/2018,0,0,0,0,0,0,3,0,0
1747,7,2,11/5/2018,4,0,0,0,0,0,10,0,0
1748,7,3,11/5/2018,0,0,0,0,0,1,5,0,0
1749,7,4,11/5/2018,0,0,0,0,0,1,5,0,0
1750,7,6,11/5/2018,4,0,0,0,0,0,2,0,0
1751,7,9,11/5/2018,2,0,0,0,0,0,0,0,0
1752,7,HBK,11/5/2018,3,0,0,0,0,0,0,0,0
1753,8,2,11/5/2018,4,0,0,0,0,0,15,0,0
1754,8,3,11/5/2018,3,0,0,0,0,0,5,1,0
