"Sample","Watershed","Date","Dipteran_Large","Terrestrial_Large","Caddisfly_Large","Mayfly_Large","Stonefly_Large","Other_Large","Dipteran_Small","Terrestrial_Small","Other_Small"
"5","4","9/10/2018",1,0,0,0,0,0,16,0,5
"6","4","9/10/2018",0,0,0,0,0,1,11,1,10
"7","4","9/10/2018",1,2,0,0,0,0,24,0,8
"8","4","9/10/2018",3,0,0,0,0,1,9,0,5
"9","4","9/10/2018",0,0,0,0,1,0,39,2,13
"10","4","9/10/2018",2,2,0,0,0,2,16,3,6
"1","4","9/17/2018",0,2,0,0,1,1,12,3,7
"2","4","9/17/2018",0,0,1,0,0,0,18,0,5
"3","4","9/17/2018",2,0,0,0,0,1,10,1,1
"4","4","9/17/2018",0,0,0,0,1,0,9,0,6
"5","4","9/17/2018",2,0,0,0,0,1,9,2,3
"6","4","9/17/2018",5,0,0,0,0,1,8,4,2
"7","4","9/17/2018",4,0,0,0,0,0,23,7,6
"8","4","9/17/2018",2,1,0,0,0,0,18,2,6
"9","4","9/17/2018",0,0,1,0,0,0,6,1,6
"10","4","9/17/2018",2,0,0,0,1,0,9,3,10
"1","4","9/24/2018",6,1,0,0,1,0,28,0,2
"2","4","9/24/2018",3,0,0,0,0,1,36,1,5
"3","4","9/24/2018",2,1,0,0,0,1,26,0,4
"4","4","9/24/2018",1,0,0,0,0,2,14,2,6
"5","4","9/24/2018",1,0,0,0,0,0,37,2,3
"6","4","9/24/2018",3,0,0,0,0,0,19,0,6
"7","4","9/24/2018",0,3,0,0,0,0,50,2,7
"8","4","9/24/2018",0,1,1,0,2,0,45,0,4
"9","4","9/24/2018",3,1,0,0,1,0,14,2,4
"10","4","9/24/2018",3,0,0,0,1,0,30,2,0
"1","4","10/1/2018",3,0,0,0,0,1,40,0,0
"2","4","10/1/2018",2,0,0,0,0,1,43,0,0
"3","4","10/1/2018",4,0,0,0,0,1,17,0,0
"4","4","10/1/2018",4,0,0,0,0,0,19,0,2
"5","4","10/1/2018",2,0,0,0,0,0,31,0,4
"6","4","10/1/2018",3,0,0,0,0,1,33,0,1
"7","4","10/1/2018",2,1,0,0,0,0,31,0,1
"8","4","10/1/2018",2,0,0,0,0,0,35,0,1
"9","4","10/1/2018",5,0,0,0,0,0,40,0,0
"10","4","10/1/2018",5,0,0,0,0,0,44,0,2
"1","4","10/8/2018",1,0,0,0,0,0,14,0,0
"2","4","10/8/2018",1,0,0,0,0,1,14,0,1
"3","4","10/8/2018",0,1,0,0,0,0,24,0,0
"4","4","10/8/2018",1,0,0,0,0,1,20,0,4
"5","4","10/8/2018",2,0,0,0,0,0,20,0,2
"6","4","10/8/2018",4,0,0,0,0,1,19,0,0
"7","4","10/8/2018",1,0,0,0,0,0,25,0,0
"8","4","10/8/2018",2,0,0,0,0,0,26,0,1
"9","4","10/8/2018",1,0,0,0,0,0,24,0,1
"10","4","10/8/2018",5,0,0,0,0,2,25,0,0
"1","4","10/15/2018",3,0,0,0,0,0,24,0,0
"2","4","10/15/2018",0,0,0,0,0,0,14,0,0
"3","4","10/15/2018",3,0,0,0,0,0,41,0,1
"4","4","10/15/2018",1,0,0,0,0,0,17,0,1
"5","4","10/15/2018",3,0,0,0,0,0,31,0,0
"6","4","10/15/2018",5,0,0,0,0,0,37,0,0
"7","4","10/15/2018",2,0,0,0,0,0,8,0,1
"8","4","10/15/2018",2,0,0,0,0,0,17,0,2
"9","4","10/15/2018",1,0,0,0,0,0,23,0,4
"10","4","10/15/2018",2,0,0,0,0,0,18,0,2
"1","4","10/22/2018",1,0,0,0,0,0,5,0,0
"2","4","10/22/2018",2,0,0,0,0,0,4,0,0
"3","4","10/22/2018",1,0,0,0,0,0,7,0,1
"4","4","10/22/2018",1,1,0,0,0,2,9,0,2
"5","4","10/22/2018",17,1,0,0,0,0,10,0,1
"6","4","10/22/2018",16,0,0,0,1,0,8,0,2
"7","4","10/22/2018",5,1,0,0,0,0,4,0,0
"8","4","10/22/2018",1,0,0,0,0,0,4,0,0
"9","4","10/22/2018",1,1,0,0,0,0,3,0,0
"10","4","10/22/2018",2,1,0,0,0,0,8,0,0
"1","4","10/29/2018",0,0,0,0,0,0,1,0,0
"2","4","10/29/2018",0,0,0,0,0,0,1,0,0
"3","4","10/29/2018",1,0,0,0,0,0,3,0,0
"4","4","10/29/2018",2,0,0,0,0,0,3,0,0
"5","4","10/29/2018",1,0,0,0,0,0,1,0,0
"6","4","10/29/2018",0,0,0,0,0,0,1,0,1
"7","4","10/29/2018",0,0,0,0,0,0,0,0,0
"8","4","10/29/2018",0,0,0,0,0,0,1,0,0
"9","4","10/29/2018",1,0,0,0,0,0,0,0,2
"10","4","10/29/2018",0,1,0,0,0,0,3,0,0
"1","4","11/5/2018",2,0,0,0,0,0,9,0,0
"2","4","11/5/2018",0,0,0,0,0,0,2,0,1
"3","4","11/5/2018",0,0,0,0,0,0,3,0,0
"4","4","11/5/2018",2,0,0,0,0,0,3,1,0
"5","4","11/5/2018",2,0,0,0,0,0,6,0,0
"6","4","11/5/2018",2,0,0,0,0,0,6,1,1
"7","4","11/5/2018",0,0,0,0,0,1,5,0,0
"8","4","11/5/2018",3,0,0,0,0,0,5,1,0
"9","4","11/5/2018",0,0,0,0,0,0,10,0,0
"10","4","11/5/2018",0,0,0,0,0,0,1,0,1
"1","4","11/12/2018",2,0,0,0,0,0,5,1,0
"2","4","11/12/2018",1,0,0,0,0,0,6,0,1
"3","4","11/12/2018",2,0,0,0,0,0,13,1,0
"4","4","11/12/2018",0,0,0,0,0,0,17,2,0
"5","4","11/12/2018",2,0,0,0,0,0,1,0,1
"6","4","11/12/2018",2,1,0,0,0,0,3,0,0
"7","4","11/12/2018",5,0,0,0,0,0,26,0,0
"8","4","11/12/2018",1,0,0,0,0,0,7,0,0
"9","4","11/12/2018",1,0,0,0,0,0,2,0,0
"10","4","11/12/2018",0,0,0,0,0,0,2,0,1
"ST190451","4","6/17/2019",4,0,0,0,3,1,86,3,0
"ST190451","4","6/17/2019",3,3,0,0,2,4,74,1,4
"ST190452","4","6/17/2019",5,4,0,0,1,0,82,11,1
"ST190452","4","6/17/2019",4,1,0,0,1,1,88,4,4
"ST190453","4","6/17/2019",1,2,1,0,1,2,71,3,14
"ST190453","4","6/17/2019",2,2,1,0,0,1,87,7,2
"ST190454","4","6/17/2019",1,1,0,0,1,2,66,9,3
"ST190454","4","6/17/2019",1,1,0,0,0,2,88,6,2
"ST190455","4","6/17/2019",2,4,1,0,0,3,41,1,4
"ST190455","4","6/17/2019",0,3,0,0,0,4,80,10,3
"ST190491","4","6/24/2019",1,2,1,0,2,4,108,1,0
"ST190491","4","6/24/2019",2,0,2,0,0,6,81,10,2
"ST190492","4","6/24/2019",0,0,0,0,1,1,50,12,1
"ST190492","4","6/24/2019",2,1,0,0,0,3,73,7,1
"ST190493","4","6/24/2019",3,1,0,0,1,2,49,7,3
"ST190493","4","6/24/2019",0,3,0,0,0,2,101,11,2
"ST190494","4","6/24/2019",1,0,0,0,3,4,42,3,3
"ST190494","4","6/24/2019",2,1,0,0,0,1,76,7,0
"ST190495","4","6/24/2019",1,1,0,0,0,4,39,3,1
"ST190495","4","6/24/2019",5,3,0,0,0,1,81,7,3
"ST190531","4","7/1/2019",3,0,0,0,1,0,28,3,1
"ST190531","4","7/1/2019",4,3,2,0,0,0,74,6,1
"ST190532","4","7/1/2019",1,1,1,0,2,2,32,10,7
"ST190532","4","7/1/2019",0,0,0,0,1,3,41,17,4
"ST190533","4","7/1/2019",0,3,3,0,0,1,43,12,6
"ST190533","4","7/1/2019",3,3,6,0,1,2,64,7,2
"ST190534","4","7/1/2019",4,0,1,0,1,6,49,5,1
"ST190534","4","7/1/2019",1,3,0,2,3,0,65,4,2
"ST190535","4","7/1/2019",8,5,1,0,3,1,148,24,2
"ST190535","4","7/1/2019",5,0,1,0,3,3,52,13,1
"ST190571","4","7/8/2019",2,0,1,0,2,4,54,5,3
"ST190571","4","7/8/2019",2,2,6,0,4,1,62,11,18
"ST190572","4","7/8/2019",0,3,1,0,6,2,152,8,11
"ST190572","4","7/8/2019",2,0,2,0,6,1,77,9,1
"ST190573","4","7/8/2019",2,1,4,0,2,3,71,7,37
"ST190573","4","7/8/2019",2,2,1,0,4,5,24,4,14
"ST190574","4","7/8/2019",1,2,12,0,1,0,46,5,11
"ST190574","4","7/8/2019",1,1,3,0,0,1,70,7,4
"ST190575","4","7/8/2019",1,1,0,0,0,1,31,5,17
"ST190575","4","7/8/2019",1,1,0,0,2,3,46,7,21
"ST190611","4","7/15/2019",2,2,3,0,1,1,21,7,7
"ST190611","4","7/15/2019",2,0,2,0,4,1,45,9,11
"ST190612","4","7/15/2019",3,2,1,0,1,0,35,4,22
"ST190612","4","7/15/2019",2,2,0,0,1,1,43,9,30
"ST190613","4","7/15/2019",3,0,0,0,1,0,22,4,14
"ST190613","4","7/15/2019",10,1,1,0,0,3,39,10,34
"ST190614","4","7/15/2019",1,2,1,0,0,1,95,9,6
"ST190614","4","7/15/2019",6,1,0,0,2,1,56,13,17
"ST190615","4","7/15/2019",1,2,3,0,1,2,35,12,12
"ST190615","4","7/15/2019",2,1,1,0,3,3,37,10,4
"ST190651","4","7/22/2019",1,0,1,0,5,2,23,7,4
"ST190651","4","7/22/2019",2,1,3,0,8,5,27,10,7
"ST190652","4","7/22/2019",4,0,2,0,4,5,48,6,11
"ST190652","4","7/22/2019",5,0,1,0,3,5,28,7,2
"ST190653","4","7/22/2019",3,1,0,0,1,1,27,11,6
"ST190653","4","7/22/2019",0,3,2,0,1,4,25,13,13
"ST190654","4","7/22/2019",2,0,3,0,1,6,54,15,10
"ST190654","4","7/22/2019",1,2,0,0,0,5,21,12,9
"ST190655","4","7/22/2019",3,0,0,0,0,1,12,6,3
"ST190655","4","7/22/2019",4,0,0,0,1,3,24,12,11
"ST190691","4","7/29/2019",5,1,0,0,0,2,6,4,1
"ST190691","4","7/29/2019",11,3,1,0,0,2,32,5,2
"ST190692","4","7/29/2019",14,1,0,0,0,4,18,5,1
"ST190692","4","7/29/2019",5,0,2,0,0,0,16,8,3
"ST190693","4","7/29/2019",2,0,1,0,1,3,55,9,0
"ST190693","4","7/29/2019",5,0,0,0,1,0,24,6,2
"ST190694","4","7/29/2019",8,0,0,0,1,0,25,8,4
"ST190694","4","7/29/2019",0,0,0,0,0,1,32,0,1
"ST190695","4","7/29/2019",0,0,2,0,3,0,20,6,2
"ST190695","4","7/29/2019",2,2,1,0,0,4,13,11,4
"ST190731","4","8/5/2019",0,4,0,0,2,0,30,2,3
"ST190731","4","8/5/2019",1,0,1,0,2,0,41,6,0
"ST190732","4","8/5/2019",1,1,1,0,1,2,30,3,2
"ST190732","4","8/5/2019",0,0,0,0,0,0,10,2,1
"ST190733","4","8/5/2019",0,2,3,0,2,5,20,4,1
"ST190733","4","8/5/2019",0,0,4,0,2,0,35,7,1
"ST190734","4","8/5/2019",3,3,1,0,3,3,17,14,1
"ST190734","4","8/5/2019",3,1,0,0,2,1,48,8,4
"ST190735","4","8/5/2019",0,6,3,0,1,1,80,12,4
"ST190735","4","8/5/2019",1,2,5,0,1,1,29,1,0
"ST190771","4","8/12/2019",0,4,1,0,5,2,55,1,0
"ST190771","4","8/12/2019",1,3,0,0,3,0,14,5,1
"ST190772","4","8/12/2019",0,1,0,0,1,1,22,6,1
"ST190772","4","8/12/2019",0,2,0,0,5,1,31,5,3
"ST190773","4","8/12/2019",0,3,1,0,1,2,40,15,2
"ST190773","4","8/12/2019",0,6,1,0,2,2,38,4,3
"ST190774","4","8/12/2019",4,5,1,0,6,5,22,1,4
"ST190774","4","8/12/2019",0,1,2,0,2,2,26,8,1
"ST190775","4","8/12/2019",0,9,4,0,2,1,18,7,5
"ST190775","4","8/12/2019",0,0,0,0,1,2,30,2,1
"ST190811","4","8/19/2019",0,1,0,0,2,1,18,2,0
"ST190811","4","8/19/2019",1,3,1,0,0,0,15,0,0
"ST190812","4","8/19/2019",1,2,1,0,5,1,15,0,1
"ST190812","4","8/19/2019",0,0,2,0,7,1,10,10,0
"ST190813","4","8/19/2019",2,1,0,0,1,0,14,0,1
"ST190813","4","8/19/2019",0,2,1,0,0,0,14,6,1
"ST190814","4","8/19/2019",1,2,0,0,1,0,13,1,1
"ST190814","4","8/19/2019",0,3,2,0,2,1,25,0,0
"ST190815","4","8/19/2019",2,3,1,0,0,1,13,3,1
"ST190815","4","8/19/2019",1,1,0,0,0,1,23,2,2
"ST190851","4","8/26/2019",2,8,0,0,0,1,42,1,0
"ST190851","4","8/26/2019",0,3,0,0,2,0,25,0,2
"ST190852","4","8/26/2019",0,9,0,0,0,0,42,0,0
"ST190852","4","8/26/2019",0,4,0,0,0,0,24,1,0
"ST190853","4","8/26/2019",0,3,1,0,2,2,17,2,1
"ST190853","4","8/26/2019",0,3,0,0,6,0,25,1,0
"ST190854","4","8/26/2019",0,0,0,1,0,0,15,1,0
"ST190854","4","8/26/2019",0,6,0,0,3,0,25,0,1
"ST190855","4","8/26/2019",2,0,3,0,3,0,19,2,0
"ST190855","4","8/26/2019",0,1,2,0,1,0,20,1,0
"ST190376","4","6/2/2019",7,0,1,0,0,0,17,0,3
"ST190376","4","6/2/2019",6,4,0,0,0,0,25,0,0
"ST190377","4","6/2/2019",5,1,1,0,0,0,21,0,1
"ST190377","4","6/2/2019",0,3,0,0,0,0,28,0,3
"ST190378","4","6/2/2019",8,0,0,0,0,0,37,0,5
"ST190378","4","6/2/2019",4,2,0,0,0,0,25,0,2
"ST190379","4","6/2/2019",3,0,0,0,0,0,17,0,1
"ST190379","4","6/2/2019",5,0,0,0,1,0,32,0,2
"ST190380","4","6/2/2019",20,1,0,0,0,3,40,0,0
"ST190380","4","6/2/2019",5,1,0,0,1,0,21,0,2
"ST190416","4","6/10/2019",12,14,0,0,0,3,77,0,4
"ST190416","4","6/10/2019",6,8,1,0,0,1,35,0,0
"ST190417","4","6/10/2019",5,34,0,0,0,6,36,0,4
"ST190417","4","6/10/2019",9,23,3,0,0,9,60,3,5
"ST190418","4","6/10/2019",5,7,0,0,0,2,59,0,4
"ST190418","4","6/10/2019",6,8,0,0,0,5,95,0,3
"ST190419","4","6/10/2019",5,12,0,0,1,0,54,0,6
"ST190419","4","6/10/2019",2,4,0,0,2,2,31,1,2
"ST190420","4","6/10/2019",8,14,0,0,0,0,96,0,3
"ST190420","4","6/10/2019",6,16,1,0,0,0,65,3,2
"ST190216","4","5/6/2019",2,4,0,0,0,2,15,1,3
"ST190216","4","5/6/2019",1,0,0,0,0,1,5,1,2
"ST190217","4","5/6/2019",4,0,0,0,0,1,9,1,2
"ST190217","4","5/6/2019",9,2,0,0,0,0,22,4,2
"ST190218","4","5/6/2019",23,0,0,0,0,1,31,3,2
"ST190218","4","5/6/2019",6,1,0,0,0,0,11,2,1
"ST190219","4","5/6/2019",2,1,0,0,0,0,8,1,4
"ST190219","4","5/6/2019",3,0,0,0,0,1,9,0,1
"ST190220","4","5/6/2019",2,1,0,0,0,0,12,2,3
"ST190220","4","5/6/2019",3,0,0,0,0,2,10,3,1
"ST190256","4","5/13/2019",0,0,0,0,0,0,25,0,3
"ST190256","4","5/13/2019",1,0,0,0,0,1,74,0,2
"ST190257","4","5/13/2019",4,0,0,0,0,3,35,2,4
"ST190257","4","5/13/2019",10,1,0,0,0,0,196,3,7
"ST190258","4","5/13/2019",2,0,0,0,0,0,23,2,2
"ST190258","4","5/13/2019",6,2,0,0,0,0,45,13,2
"ST190259","4","5/13/2019",0,0,0,0,0,0,22,1,2
"ST190259","4","5/13/2019",0,0,0,0,0,0,29,1,0
"ST190260","4","5/13/2019",6,0,0,0,0,1,45,7,2
"ST190260","4","5/13/2019",3,0,0,0,0,0,24,5,4
"ST190296","4","5/20/2019",3,3,0,0,0,0,88,3,5
"ST190296","4","5/20/2019",6,4,0,0,0,0,76,13,3
"ST190297","4","5/20/2019",5,2,0,0,0,0,102,8,10
"ST190297","4","5/20/2019",5,0,0,0,0,0,64,5,7
"ST190298","4","5/20/2019",12,0,0,0,0,0,88,8,9
"ST190298","4","5/20/2019",22,0,0,0,0,0,174,11,8
"ST190299","4","5/20/2019",2,0,0,0,0,0,65,0,0
"ST190299","4","5/20/2019",1,0,0,0,0,1,77,2,5
"ST190300","4","5/20/2019",8,0,0,0,0,0,98,11,2
"ST190300","4","5/20/2019",6,0,0,0,0,2,70,4,3
"ST190336","4","5/28/2019",7,0,0,0,0,1,107,3,2
"ST190336","4","5/28/2019",4,2,0,0,0,1,97,5,2
"ST190337","4","5/28/2019",2,0,0,0,0,1,109,3,6
"ST190337","4","5/28/2019",6,1,0,0,0,2,100,15,5
"ST190338","4","5/28/2019",6,6,0,0,0,1,148,5,7
"ST190338","4","5/28/2019",1,2,0,0,0,0,136,0,6
"ST190339","4","5/28/2019",14,0,0,0,0,2,159,9,6
"ST190339","4","5/28/2019",20,5,0,0,0,1,99,0,4
"ST190340","4","5/28/2019",4,0,0,0,1,0,195,5,6
"ST190340","4","5/28/2019",7,1,0,0,0,0,117,6,9
"ST190096","4","4/15/2019",1,0,0,0,0,0,0,0,0
"ST190096","4","4/15/2019",0,0,0,0,0,0,0,0,0
"ST190456","4","6/17/2019",0,4,0,1,0,0,22,8,3
"ST190456","4","6/17/2019",2,8,0,0,0,1,22,7,3
"ST190457","4","6/17/2019",3,2,0,0,1,3,33,0,0
"ST190457","4","6/17/2019",2,4,0,0,0,1,37,7,2
"ST190458","4","6/17/2019",1,2,0,0,0,5,22,2,5
"ST190458","4","6/17/2019",2,3,0,0,0,2,32,3,0
"ST190459","4","6/17/2019",3,3,0,1,1,1,31,2,12
"ST190459","4","6/17/2019",0,4,0,0,1,2,20,5,0
"ST190460","4","6/17/2019",2,4,0,0,2,1,36,3,7
"ST190460","4","6/17/2019",0,2,0,0,0,2,14,6,6
"ST190496","4","6/24/2019",4,5,0,0,1,7,25,8,9
"ST190496","4","6/24/2019",1,4,0,0,0,4,29,6,8
"ST190497","4","6/24/2019",2,0,0,1,0,2,13,2,7
"ST190497","4","6/24/2019",2,1,0,0,0,9,39,1,10
"ST190498","4","6/24/2019",1,3,0,0,0,5,39,11,4
"ST190498","4","6/24/2019",2,6,0,0,1,9,47,5,5
"ST190499","4","6/24/2019",2,1,2,0,1,8,49,4,8
"ST190499","4","6/24/2019",0,2,1,0,0,3,19,2,1
"ST190500","4","6/24/2019",3,3,1,0,6,1,26,5,2
"ST190500","4","6/24/2019",2,6,0,0,0,3,21,5,2
"ST190536","4","7/1/2019",5,4,0,0,2,2,31,9,7
"ST190536","4","7/1/2019",1,5,2,0,0,2,12,1,2
"ST190537","4","7/1/2019",2,4,2,0,0,4,45,17,7
"ST190537","4","7/1/2019",0,1,0,0,2,4,25,0,9
"ST190538","4","7/1/2019",0,3,1,0,1,6,22,2,4
"ST190538","4","7/1/2019",0,2,1,0,0,4,28,9,1
"ST190539","4","7/1/2019",1,1,2,1,1,0,38,2,7
"ST190539","4","7/1/2019",1,4,1,0,1,0,24,4,7
"ST190540","4","7/1/2019",1,3,0,0,0,2,36,8,9
"ST190540","4","7/1/2019",1,0,1,0,3,5,70,7,10
"ST190576","4","7/8/2019",0,2,3,0,1,5,30,2,13
"ST190576","4","7/8/2019",5,4,3,0,4,1,47,1,30
"ST190577","4","7/8/2019",1,5,3,1,1,1,26,7,21
"ST190577","4","7/8/2019",1,6,1,0,2,0,25,14,35
"ST190578","4","7/8/2019",2,6,2,0,2,3,38,9,35
"ST190578","4","7/8/2019",3,10,1,0,1,2,30,6,20
"ST190579","4","7/8/2019",3,2,5,0,2,0,30,7,12
"ST190579","4","7/8/2019",0,0,0,1,3,1,10,3,6
"ST190580","4","7/8/2019",1,6,2,0,3,3,28,7,19
"ST190580","4","7/8/2019",2,1,1,0,2,5,26,8,23
"ST190616","4","7/15/2019",3,10,0,0,0,2,14,10,16
"ST190616","4","7/15/2019",1,6,0,0,0,4,21,12,40
"ST190617","4","7/15/2019",1,4,0,0,0,6,20,3,16
"ST190617","4","7/15/2019",2,6,0,0,1,3,29,2,20
"ST190618","4","7/15/2019",3,2,3,2,0,0,20,5,33
"ST190618","4","7/15/2019",0,1,0,0,2,1,7,4,8
"ST190619","4","7/15/2019",1,5,1,3,2,0,10,3,52
"ST190619","4","7/15/2019",1,2,0,0,1,3,25,0,38
"ST190620","4","7/15/2019",3,1,1,1,0,2,15,4,20
"ST190620","4","7/15/2019",2,4,0,1,2,5,29,4,36
"ST190656","4","7/22/2019",2,2,3,0,1,10,32,10,12
"ST190656","4","7/22/2019",1,7,0,1,1,6,17,2,10
"ST190657","4","7/22/2019",1,0,0,0,0,2,10,0,4
"ST190657","4","7/22/2019",0,8,1,0,2,7,18,9,15
"ST190658","4","7/22/2019",0,0,0,0,0,0,0,0,0
"ST190658","4","7/22/2019",0,0,0,0,0,0,0,0,0
"ST190659","4","7/22/2019",0,0,0,0,0,0,0,0,0
"ST190659","4","7/22/2019",0,0,0,0,0,0,0,0,0
"ST190660","4","7/22/2019",0,0,0,0,0,0,0,0,0
"ST190660","4","7/22/2019",0,0,0,0,0,0,0,0,0
"ST190696","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190696","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190697","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190697","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190698","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190698","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190699","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190699","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190700","4","7/29/2019",0,0,0,0,0,0,0,0,0
"ST190700","4","7/29/2019",0,0,0,0,0,0,0,0,0
"1","6","5/14/2018",0,0,0,0,0,0,45,0,0
"2","6","5/14/2018",0,0,0,0,0,2,44,0,4
"3","6","5/14/2018",0,2,0,0,0,4,41,0,8
"4","6","5/14/2018",0,0,0,0,0,3,26,0,10
"5","6","5/14/2018",3,0,0,0,0,0,43,0,8
"6","6","5/14/2018",4,0,0,0,0,3,207,0,10
"7","6","5/14/2018",0,0,0,0,0,0,57,0,6
"8","6","5/14/2018",0,0,0,0,0,0,65,0,13
"9","6","5/14/2018",0,0,0,0,0,0,272,0,14
"10","6","5/14/2018",0,0,0,0,0,2,42,0,9
"1","6","5/21/2018",4,0,0,0,0,2,73,0,0
"2","6","5/21/2018",0,0,0,0,0,0,26,0,1
"3","6","5/21/2018",0,0,0,0,0,0,42,0,1
"4","6","5/21/2018",0,0,0,0,0,1,28,0,1
"5","6","5/21/2018",0,1,0,0,0,1,18,0,0
"6","6","5/21/2018",3,0,0,0,0,2,0,0,5
"7","6","5/21/2018",0,0,0,0,1,3,73,0,1
"8","6","5/21/2018",1,0,0,0,0,4,32,0,4
"9","6","5/21/2018",1,0,0,0,0,1,30,0,6
"10","6","5/21/2018",0,0,0,0,1,2,64,0,4
"1","6","5/29/2018",0,0,0,0,1,2,56,0,6
"2","6","5/29/2018",1,0,0,0,1,2,74,0,0
"3","6","5/29/2018",2,0,0,0,1,2,30,0,0
"4","6","5/29/2018",0,0,0,0,0,2,35,0,2
"5","6","5/29/2018",2,1,0,0,0,2,65,0,1
"6","6","5/29/2018",0,0,0,0,0,1,30,0,4
"7","6","5/29/2018",0,0,0,0,0,3,76,0,7
"8","6","5/29/2018",0,0,0,0,0,0,20,0,2
"9","6","5/29/2018",1,0,0,0,0,4,57,0,0
"10","6","5/29/2018",2,0,0,0,0,1,22,0,3
"1","6","6/4/2018",0,1,0,0,0,3,23,0,3
"2","6","6/4/2018",1,0,0,0,0,1,28,0,5
"3","6","6/4/2018",3,0,0,0,0,23,15,0,5
"4","6","6/4/2018",0,1,0,0,0,1,16,0,0
"5","6","6/4/2018",2,0,0,0,1,5,59,0,6
"6","6","6/4/2018",0,0,0,0,0,0,17,1,2
"7","6","6/4/2018",2,0,0,0,0,4,41,0,4
"8","6","6/4/2018",1,0,0,0,2,0,66,0,3
"9","6","6/4/2018",2,0,0,0,0,0,22,0,1
"10","6","6/4/2018",0,0,0,0,1,0,31,1,0
"1","6","6/11/2018",2,0,0,0,1,3,15,0,4
"2","6","6/11/2018",1,1,0,0,0,1,28,1,6
"3","6","6/11/2018",1,1,0,0,1,4,42,1,11
"4","6","6/11/2018",0,0,0,0,0,0,18,1,1
"5","6","6/11/2018",1,0,0,0,0,0,18,0,0
"6","6","6/11/2018",0,0,0,0,0,0,24,0,4
"7","6","6/11/2018",0,0,0,0,0,0,87,5,9
"8","6","6/11/2018",2,0,0,0,0,0,14,0,1
"9","6","6/11/2018",0,0,0,0,0,0,36,0,1
"10","6","6/11/2018",0,0,0,0,0,4,78,0,2
"1","6","6/18/2018",0,1,0,0,1,5,19,1,11
"2","6","6/18/2018",4,1,0,0,0,2,47,1,10
"3","6","6/18/2018",5,0,0,0,1,4,19,3,10
"4","6","6/18/2018",2,0,0,0,2,3,52,0,25
"5","6","6/18/2018",0,0,0,0,0,0,32,2,14
"6","6","6/18/2018",6,0,0,0,1,4,30,0,14
"7","6","6/18/2018",0,2,0,0,0,5,32,1,6
"8","6","6/18/2018",1,0,0,0,5,5,25,7,12
"9","6","6/18/2018",1,1,0,0,0,8,5,2,8
"10","6","6/18/2018",3,1,0,0,0,8,11,0,11
"1","6","6/25/2018",1,0,0,0,0,0,38,0,15
"2","6","6/25/2018",1,0,0,0,1,2,25,0,7
"3","6","6/25/2018",1,0,0,0,0,2,24,3,6
"4","6","6/25/2018",2,0,0,0,1,0,25,0,15
"5","6","6/25/2018",0,0,4,0,2,3,61,0,10
"6","6","6/25/2018",2,0,0,0,0,2,27,1,3
"7","6","6/25/2018",2,0,0,0,0,2,14,2,3
"8","6","6/25/2018",2,0,0,0,1,3,22,0,3
"9","6","6/25/2018",2,0,0,0,0,4,18,0,7
"10","6","6/25/2018",3,1,2,0,1,2,22,0,14
"1","6","7/2/2018",0,0,0,0,0,2,15,0,3
"2","6","7/2/2018",3,0,0,0,0,0,34,0,4
"3","6","7/2/2018",0,1,1,0,0,0,35,0,10
"4","6","7/2/2018",5,0,0,0,0,0,36,0,0
"5","6","7/2/2018",2,0,1,0,0,4,31,0,13
"6","6","7/2/2018",4,0,1,0,0,0,30,0,4
"7","6","7/2/2018",3,0,2,0,1,1,22,0,4
"8","6","7/2/2018",0,0,2,0,0,3,14,0,3
"9","6","7/2/2018",4,0,0,0,0,1,29,0,7
"10","6","7/2/2018",1,0,0,0,0,2,19,0,4
"1","6","7/9/2018",2,0,0,0,1,4,23,0,6
"2","6","7/9/2018",0,0,4,0,0,4,26,0,9
"3","6","7/9/2018",1,0,0,0,0,4,13,0,0
"4","6","7/9/2018",5,0,0,0,0,6,12,0,6
"5","6","7/9/2018",2,0,0,0,1,1,18,0,12
"6","6","7/9/2018",2,0,0,0,1,1,25,0,13
"7","6","7/9/2018",3,0,1,0,0,4,21,0,8
"8","6","7/9/2018",3,0,0,0,1,3,23,0,9
"9","6","7/9/2018",3,0,1,0,1,5,19,0,9
"10","6","7/9/2018",3,0,0,0,1,3,22,0,6
"1","6","7/16/2018",2,1,0,0,0,2,9,1,7
"2","6","7/16/2018",2,0,0,0,0,11,24,0,11
"3","6","7/16/2018",6,0,1,0,0,6,10,0,10
"4","6","7/16/2018",2,0,0,0,2,8,12,0,11
"5","6","7/16/2018",2,0,0,0,0,6,11,0,7
"6","6","7/16/2018",2,1,0,0,0,3,14,0,12
"7","6","7/16/2018",2,0,0,0,0,4,2,0,8
"8","6","7/16/2018",2,0,0,0,0,4,2,0,8
"9","6","7/16/2018",3,0,1,0,1,6,20,0,11
"10","6","7/16/2018",1,0,1,0,0,1,22,0,8
"1","6","7/23/2018",2,2,0,0,0,2,3,0,6
